UC2_Literal,Report Number,Report Date,Location,Lat,Long
LARCENY-FROM VEHICLE,180272446,1/27/18,476 WILMER ST NE,33.7676,-84.36637
LARCENY-NON VEHICLE,180270793,1/27/18,476 WILMER ST NE,33.7676,-84.36637
LARCENY-NON VEHICLE,180271178,1/27/18,1752 PRYOR RD SW,33.70731,-84.39674
LARCENY-NON VEHICLE,180271524,1/27/18,215 NORTH AVE NE @SAVANNAH MIDTOWN,33.7706,-84.38034
LARCENY-NON VEHICLE,180271767,1/27/18,1904 MONROE DR NE,33.80736,-84.3769
ROBBERY-PEDESTRIAN,180270654,1/27/18,1450 DONNELLY AVE SW,33.73772,-84.43479
ROBBERY-PEDESTRIAN,180271984,1/27/18,41 10TH ST NE @MIDTOWN,33.78126,-84.38666
ROBBERY-PEDESTRIAN,180270876,1/27/18,1664 W LAKE CT NW,33.75909,-84.44283
HOMICIDE,180252081,1/27/18,4634 GREENLEAF CIR SW,33.68442,-84.53966
AUTO THEFT,180270397,1/27/18,395 PIEDMONT AVE NE @ATLANTA CIVIC CENTER,33.76501,-84.38137
AUTO THEFT,180270643,1/27/18,8 E ANDREWS DR NW,33.84352,-84.37956
AUTO THEFT,180270735,1/27/18,183 MOUNT ZION RD SE,33.67268,-84.38507
AUTO THEFT,180271045,1/27/18,250 PIEDMONT AVE NE,33.76126,-84.38223
AUTO THEFT,180271140,1/27/18,917 OGLETHORPE AVE SW,33.73603,-84.41785
AUTO THEFT,180271672,1/27/18,3580 CAMPBELLTON RD SW,33.6899,-84.50584
AUTO THEFT,180272474,1/27/18,1385 KNOB HILL CT SE,33.71742,-84.35523
AUTO THEFT,180272519,1/27/18,951 GILBERT ST SE,33.72857,-84.35102
ROBBERY-PEDESTRIAN,180271355,1/27/18,178 MOURY AVE SW,33.71299,-84.3913
AGG ASSAULT,180270229,1/27/18,1070 WHITE ST SW,33.73286,-84.42266
AGG ASSAULT,180270240,1/27/18,570 WHITEHALL TER SW,33.73935,-84.4012
BURGLARY-RESIDENCE,180271076,1/27/18,495 WOODS DR NW,33.76868,-84.4685
BURGLARY-RESIDENCE,180271316,1/27/18,410 THOMASVILLE BLVD SE,33.7061,-84.35817
BURGLARY-RESIDENCE,180272013,1/27/18,40 PEACHTREE VALLEY RD NE,33.81133,-84.38989
BURGLARY-RESIDENCE,180272020,1/27/18,40 PEACHTREE VALLEY RD NE,33.81096,-84.39145
BURGLARY-RESIDENCE,180272022,1/27/18,40 PEACHTREE VALLEY RD NE,33.81096,-84.39145
BURGLARY-RESIDENCE,180272114,1/27/18,820 W MARIETTA ST NW,33.78045,-84.41554
AGG ASSAULT,180270671,1/27/18,1332 CAMPBELLTON RD SW,33.71539,-84.43157
AGG ASSAULT,180271997,1/27/18,491 OLIVER ST NW,33.76813,-84.41527
AGG ASSAULT,180272323,1/27/18,1004 FLAMINGO DR SW,33.7277,-84.46708
BURGLARY-RESIDENCE,180271436,1/27/18,73 POLAR ROCK RD SW,33.6965,-84.39115
BURGLARY-NONRES,180270953,1/27/18,890 CHATTAHOOCHEE AVE NW,33.79902,-84.41695
BURGLARY-NONRES,180272574,1/27/18,94 MOUNT ZION RD SW,33.67292,-84.39168
LARCENY-NON VEHICLE,180270655,1/27/18,3843 JONESBORO RD SE,33.64933,-84.36635
LARCENY-NON VEHICLE,180270935,1/27/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180271060,1/27/18,1545 NORTHSIDE DR NW,33.79746,-84.40773
LARCENY-NON VEHICLE,180271498,1/27/18,3721B CAMPBELLTON RD SW,33.69043,-84.50983
LARCENY-NON VEHICLE,180271714,1/27/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,180272096,1/27/18,2261 CASCADE RD SW,33.72274,-84.46264
LARCENY-NON VEHICLE,180261214,1/26/18,12 BROAD ST SW,33.7532,-84.39201
LARCENY-NON VEHICLE,180261277,1/26/18,3730 CARMIA DR SW @PUBLIX - CARMIA,33.65573,-84.5109
LARCENY-NON VEHICLE,180261323,1/26/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,180261510,1/26/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180261890,1/26/18,3393 PEACHTREE RD,33.84676,-84.36212
LARCENY-NON VEHICLE,180262050,1/26/18,835 MARTIN LUTHER KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180262166,1/26/18,375 18TH ST NW,33.79303,-84.39921
LARCENY-NON VEHICLE,180262371,1/26/18,3500 PEACHTREE RD NE @Multiple,33.85302,-84.36278
LARCENY-NON VEHICLE,180262574,1/26/18,2625 PIEDMONT RD NE,33.82742,-84.36532
LARCENY-NON VEHICLE,180262679,1/26/18,2625 PIEDMONT RD NE,33.82742,-84.36532
LARCENY-NON VEHICLE,180111428,1/26/18,650 PONCE DE LEON AVE,33.77469,-84.36561
BURGLARY-NONRES,180261883,1/26/18,452 SPRINGSIDE DR SE,33.67712,-84.3754
BURGLARY-RESIDENCE,180261309,1/26/18,1331 WESTMINSTER WALK NW,33.83454,-84.42956
BURGLARY-RESIDENCE,180261143,1/26/18,685 PENN AVE NE,33.77332,-84.37885
BURGLARY-RESIDENCE,180261807,1/26/18,40 PEACHTREE VALLEY RD NE,33.81096,-84.39145
BURGLARY-RESIDENCE,180261888,1/26/18,1181 MCDANIEL ST SW,33.72272,-84.40184
BURGLARY-RESIDENCE,180262324,1/26/18,765 MCDANIEL ST SW,33.73396,-84.40177
ROBBERY-PEDESTRIAN,180260314,1/26/18,1098 WASHITA AVE NE ,33.76336,-84.35232
ROBBERY-PEDESTRIAN,180262466,1/26/18,1192 PRYOR ST SW,33.72287,-84.3928
ROBBERY-COMMERCIAL,180260412,1/26/18,300 MARIETTA ST NW,33.76141,-84.39621
AUTO THEFT,180262107,1/26/18,201 MOURY AVE,33.71691,-84.39276
AUTO THEFT,180262185,1/26/18,33 PEACHTREE PL NW,33.78072,-84.38841
AUTO THEFT,180262366,1/26/18,3750 CAMPBELLTON RD SW,33.6903,-84.51114
AUTO THEFT,180262532,1/26/18,3380 PEACHTREE RD NE,33.84892,-84.36597
ROBBERY-PEDESTRIAN,180262374,1/26/18,2685 METROPOLITAN PKWY SW,33.68274,-84.40902
AUTO THEFT,180260305,1/26/18,2591 PIEDMONT RD NE,33.82543,-84.36706
LARCENY-NON VEHICLE,180261105,1/26/18,1075 HUFF RD NW,33.78991,-84.42286
LARCENY-NON VEHICLE,180261411,1/26/18,805 PEACHTREE ST NE,33.77646,-84.38391
LARCENY-NON VEHICLE,180262629,1/26/18,80 JESSE HILL JR DR SE @GRADY,33.75168,-84.38198
LARCENY-NON VEHICLE,180262652,1/26/18,34 PEACHTREE ST NW ,33.75481,-84.38957
LARCENY-NON VEHICLE,180260481,1/26/18,3380 COLLIER CT NW,33.76691,-84.49822
LARCENY-NON VEHICLE,180260105,1/26/18,681 CEDAR AVE NW,33.77361,-84.46469
LARCENY-NON VEHICLE,180260685,1/26/18,615 PEACHTREE ST NE @ATLANTA EYE CLINIC,33.77138,-84.38487
LARCENY-NON VEHICLE,180261239,1/26/18,954 HIGHTOWER RD NW @ENGLISH MANOR APT,33.78121,-84.47505
LARCENY-NON VEHICLE,180261381,1/26/18,641 NORTH AVE NE,33.77103,-84.36618
LARCENY-NON VEHICLE,180261906,1/26/18,905 JUNIPER ST NE,33.77923,-84.38221
LARCENY-NON VEHICLE,180262533,1/26/18,1005 BALDWIN ST SW,33.74647,-84.42057
LARCENY-NON VEHICLE,180262764,1/26/18,590 CASCADE AVE SW @KROGER - CASCADE,33.73812,-84.43276
ROBBERY-PEDESTRIAN,180260470,1/26/18,2591 PIEDMONT RD NE,33.82494,-84.36684
LARCENY-FROM VEHICLE,180260079,1/26/18,211 PETERS ST SW,33.74892,-84.40045
LARCENY-FROM VEHICLE,180260238,1/26/18,1229 ALLENE AVE SW,33.72132,-84.41313
LARCENY-FROM VEHICLE,180260270,1/26/18,447 MORELAND AVE NE,33.76653,-84.34889
LARCENY-FROM VEHICLE,180260382,1/26/18,1091 EUCLID AVE NE,33.7636,-84.35097
LARCENY-FROM VEHICLE,180260624,1/26/18,1011 COLEMAN ST SW,33.72736,-84.40438
LARCENY-FROM VEHICLE,180260644,1/26/18,186 MOURY AVE SW,33.71439,-84.39156
LARCENY-FROM VEHICLE,180260792,1/26/18,1732 PRYOR RD SW,33.70788,-84.39566
LARCENY-FROM VEHICLE,180260860,1/26/18,175 BOWEN CIR SW,33.71788,-84.39649
LARCENY-FROM VEHICLE,180261068,1/26/18,1798 MEADOW LN SW,33.70537,-84.39906
LARCENY-FROM VEHICLE,180261146,1/26/18,62 HARWELL RD NW @DARON VILLAGE APTS,33.75348,-84.49315
LARCENY-FROM VEHICLE,180261259,1/26/18,956 NORTHERN AVE SE,33.74758,-84.35597
LARCENY-FROM VEHICLE,180261351,1/26/18,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68677,-84.49773
LARCENY-FROM VEHICLE,180261388,1/26/18,1995 METROPOLITAN PKWY SW,33.6992,-84.40946
LARCENY-FROM VEHICLE,180261476,1/26/18,304 OAKLAND AVE SE,33.74638,-84.37466
LARCENY-FROM VEHICLE,180261567,1/26/18,225 BAKER ST NW @GA AQUARIUM,33.76274,-84.39443
LARCENY-FROM VEHICLE,180261600,1/26/18,2521 PIEDMONT RD NE,33.82397,-84.36684
LARCENY-FROM VEHICLE,180261672,1/26/18,100 TERRACE DR NE,33.82174,-84.3855
LARCENY-FROM VEHICLE,180262250,1/26/18,215 W WIEUCA RD NW,33.8752,-84.39373
LARCENY-FROM VEHICLE,180262306,1/26/18,3550 CAMPBELLTON RD SW,33.68984,-84.50491
LARCENY-FROM VEHICLE,180262316,1/26/18,758 PONCE DE LEON AVE NE,33.77412,-84.36228
LARCENY-FROM VEHICLE,180262384,1/26/18,863 PEACHTREE ST,33.77853,-84.38431
LARCENY-FROM VEHICLE,180262542,1/26/18,602 BROWNWOOD AVE SE ,33.73769,-84.34794
LARCENY-FROM VEHICLE,180262595,1/26/18,3580 CAMPBELLTON RD SW,33.6899,-84.50584
LARCENY-FROM VEHICLE,180262697,1/26/18,762 LIBERTY COMMONS DR NW,33.7558,-84.41498
LARCENY-FROM VEHICLE,180262717,1/26/18,41 MARIETTA ST NW,33.75549,-84.39059
LARCENY-FROM VEHICLE,180262750,1/26/18,460 NORTH AVE NE,33.77126,-84.37212
LARCENY-FROM VEHICLE,180262450,1/26/18,3232 PEACHTREE RD NE,33.84413,-84.37409
LARCENY-FROM VEHICLE,180250896,1/25/18,1212 JAMES JACKSON PKWY NW,33.79333,-84.47416
LARCENY-FROM VEHICLE,180251307,1/25/18,835 OGLETHORPE AVE SW,33.73605,-84.41566
LARCENY-NON VEHICLE,180252247,1/25/18,963 PONCE DE LEON AVE NE,33.77373,-84.35611
LARCENY-NON VEHICLE,180251470,1/25/18,771 LINDBERGH DR NE,33.82021,-84.36268
LARCENY-NON VEHICLE,180251829,1/25/18,55 TRINITY AVE SW @CITY HALL,33.74799,-84.39034
LARCENY-NON VEHICLE,180251931,1/25/18,240 N HIGHLAND AVE NE @BELTLINE BUSINESS,33.76191,-84.36039
LARCENY-NON VEHICLE,180252495,1/25/18,431 MARIETTA ST,33.76495,-84.39684
BURGLARY-NONRES,180250531,1/25/18,2129 CAMPBELLTON RD SW,33.70645,-84.45846
LARCENY-FROM VEHICLE,180242672,1/25/18,751 FAIRBURN RD SW,33.73454,-84.51059
LARCENY-FROM VEHICLE,180242705,1/25/18,191 RALPH D ABERNATHY BLVD SW,33.73701,-84.39419
LARCENY-FROM VEHICLE,180250035,1/25/18,895 VICTORY DR SW,33.70788,-84.41705
LARCENY-FROM VEHICLE,180250051,1/25/18,3500 PEACHTREE RD NE @PHIPPS PLAZA,33.85302,-84.36278
LARCENY-FROM VEHICLE,180250515,1/25/18,722 FRASER ST SE,33.73495,-84.38607
LARCENY-FROM VEHICLE,180250679,1/25/18,56 LAMSDEN LN NW,33.81863,-84.42706
LARCENY-FROM VEHICLE,180250818,1/25/18,741 MOROSGO DR NE,33.82266,-84.3643
LARCENY-FROM VEHICLE,180250934,1/25/18,455 14TH ST NW,33.78629,-84.40208
LARCENY-FROM VEHICLE,180250942,1/25/18,3434 ROSWELL RD,33.8473,-84.38315
LARCENY-FROM VEHICLE,180251370,1/25/18,201 17TH ST NW,33.79151,-84.39455
LARCENY-FROM VEHICLE,180251419,1/25/18,2480 NISKEY LAKE RD SW,33.68726,-84.52665
LARCENY-FROM VEHICLE,180251491,1/25/18,521 PEACHTREE ST NE,33.76879,-84.38489
LARCENY-FROM VEHICLE,180251636,1/25/18,214 JOHN WESLEY DOBBS AVE NE,33.75741,-84.38075
LARCENY-FROM VEHICLE,180251676,1/25/18,228 AUBURN AVE,33.75562,-84.38012
LARCENY-FROM VEHICLE,180251913,1/25/18,1040 HUFF RD NW,33.78949,-84.42125
LARCENY-FROM VEHICLE,180251969,1/25/18,1919 METROPOLITAN PKWY SW,33.70278,-84.41017
LARCENY-FROM VEHICLE,180251985,1/25/18,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,33.69258,-84.49266
LARCENY-FROM VEHICLE,180252361,1/25/18,1425 RALPH D ABERNATHY BLVD SW,33.74214,-84.43487
LARCENY-FROM VEHICLE,180252467,1/25/18,3730 CARMIA DR SW @PUBLIX - CARMIA,33.65573,-84.5109
LARCENY-FROM VEHICLE,180252513,1/25/18,1200 HOWELL MILL RD NW,33.78674,-84.41204
LARCENY-FROM VEHICLE,180252519,1/25/18,1235 CAROLINE ST NE,33.75789,-84.34797
LARCENY-FROM VEHICLE,180252543,1/25/18,2399 PIEDMONT RD NE,33.82039,-84.36744
LARCENY-FROM VEHICLE,180252568,1/25/18,376 AUBURN AVE NE,33.75558,-84.37516
LARCENY-FROM VEHICLE,180252587,1/25/18,500 GARTRELL ST SE,33.75302,-84.37098
LARCENY-FROM VEHICLE,180252593,1/25/18,1600 ELLSWORTH INDUSTRIAL BLVD NW,33.79826,-84.42811
LARCENY-FROM VEHICLE,180252727,1/25/18,43 JESSE HILL JR DR NE,33.75554,-84.38025
LARCENY-FROM VEHICLE,180252854,1/25/18,19 HILLIARD ST NE,33.7549,-84.37649
LARCENY-NON VEHICLE,180260604,1/25/18,2841 GREENBRIAR PARKWAY,33.68677,-84.49773
LARCENY-NON VEHICLE,180250855,1/25/18,751 FAIRBURN RD SW,33.73454,-84.51059
LARCENY-NON VEHICLE,180251563,1/25/18,1350 HOWELL MILL RD NW,33.79176,-84.41317
LARCENY-NON VEHICLE,180252496,1/25/18,3445 STRATFORD RD NE,33.85032,-84.36742
ROBBERY-RESIDENCE,180252553,1/25/18,529 BOULEVARD NE,33.76892,-84.37175
AUTO THEFT,180250979,1/25/18,1306 LOCKHAVEN CIR SW,33.71935,-84.44255
AUTO THEFT,180250351,1/25/18,594 WIMBLEDON RD NE,33.80656,-84.36741
AUTO THEFT,180250499,1/25/18,431 MARIETTA ST NW,33.76495,-84.39684
AUTO THEFT,180251974,1/25/18,555 UTOY CIR SW,33.74193,-84.52327
AUTO THEFT,180252617,1/25/18,502 RHODES ST,33.75625,-84.40432
AUTO THEFT,180252647,1/25/18,2595 MARTIN L KING JR DR NW,33.75383,-84.4725
AUTO THEFT,180252711,1/25/18,999 BRADY AVE NW,33.7817,-84.41338
ROBBERY-PEDESTRIAN,180250023,1/25/18,1124 COLQUITT AVE NE,33.76504,-84.35066
ROBBERY-PEDESTRIAN,180252597,1/25/18,475 MARIETTA ST NW,33.76612,-84.39735
AGG ASSAULT,180252033,1/25/18,2612 STEELE AVE SW,33.68202,-84.39607
AGG ASSAULT,180252539,1/25/18,BILL KENNEDY WAY SE / I-20 WB EXPY SE,33.74362,-84.3582
AGG ASSAULT,180252704,1/25/18,98 VINSON AVE,33.74781,-84.34977
AGG ASSAULT,180252795,1/25/18,176 OLLIE ST NW,33.75944,-84.42138
AGG ASSAULT,180252197,1/25/18,984 SPARKS ST SW,33.72618,-84.42027
AGG ASSAULT,180252382,1/25/18,80 JESSE HILL JR DR SE,33.75231,-84.38231
AGG ASSAULT,180250329,1/25/18,2500 CENTER ST NW,33.78999,-84.47156
AGG ASSAULT,180250917,1/25/18,204 CARVER CIR NW,33.75974,-84.45753
AGG ASSAULT,180251607,1/25/18,2591 PIEDMONT RD NE,33.82543,-84.36706
BURGLARY-RESIDENCE,180250645,1/25/18,142 DAHLIA AVE NW,33.75789,-84.46238
BURGLARY-RESIDENCE,180251199,1/25/18,1641 FLAT SHOALS RD SE,33.73054,-84.334
BURGLARY-RESIDENCE,180251439,1/25/18,2183 WILSON AVE NW,33.75349,-84.45936
BURGLARY-RESIDENCE,180250705,1/25/18,2473 FAIRWAY CIR SW,33.68773,-84.53937
BURGLARY-RESIDENCE,180251806,1/25/18,2002 NOBLE CREEK DR NW,33.81523,-84.42555
BURGLARY-NONRES,180250604,1/25/18,2221 CAMPBELLTON RD SW,33.70558,-84.46103
BURGLARY-NONRES,180251339,1/25/18,2164 CAMPBELLTON RD SW,33.70561,-84.45882
LARCENY-NON VEHICLE,180250578,1/25/18,50 UPPER ALABAMA ST ,33.75194,-84.38964
LARCENY-NON VEHICLE,180251078,1/25/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,180251099,1/25/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180251325,1/25/18,1275 CAROLINE ST NE,33.75674,-84.34619
LARCENY-NON VEHICLE,180251493,1/25/18,2525 PIEDMONT RD NE,33.824,-84.36521
LARCENY-NON VEHICLE,180251560,1/25/18,375 18TH ST NW @TARGET - 18TH,33.79303,-84.39921
LARCENY-NON VEHICLE,180251740,1/25/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180251746,1/25/18,2385 PEACHTREE RD NE,33.82054,-84.38812
LARCENY-NON VEHICLE,180252109,1/25/18,21 PEACHTREE ST SW,33.75367,-84.39045
LARCENY-NON VEHICLE,180252548,1/25/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180252720,1/25/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180240385,1/24/18,1977 MARTIN L KING JR DR NW,33.75065,-84.44767
LARCENY-NON VEHICLE,180241063,1/24/18,3500 PEACHTREE RD NE ,33.85302,-84.36278
LARCENY-NON VEHICLE,180241196,1/24/18,3509 MARTIN L KING JR DR NW,33.7581,-84.50258
LARCENY-NON VEHICLE,180241209,1/24/18,539 10TH ST NW,33.78166,-84.40502
LARCENY-NON VEHICLE,180241345,1/24/18,2525 PIEDMONT RD NE @HOME DEPOT,33.824,-84.36521
LARCENY-NON VEHICLE,180241510,1/24/18,590 CASCADE AVE SW,33.73812,-84.43276
LARCENY-NON VEHICLE,180242044,1/24/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180242341,1/24/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,180242395,1/24/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180242397,1/24/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,180240963,1/24/18,787 CASCADE AVE SW,33.73384,-84.43758
LARCENY-FROM VEHICLE,180240497,1/24/18,2468 SANTA ROSA DR SW,33.688,-84.54035
LARCENY-FROM VEHICLE,180240739,1/24/18,2261 CASCADE RD SW,33.72274,-84.46264
LARCENY-FROM VEHICLE,180240762,1/24/18,2470 CHESHIRE BRIDGE RD NE,33.82236,-84.35173
LARCENY-FROM VEHICLE,180240834,1/24/18,1184 DAVIS PL NW,33.80412,-84.42189
BURGLARY-NONRES,180240415,1/24/18,931 MONROE DR NE @Multiple,33.77909,-84.36717
BURGLARY-RESIDENCE,180240817,1/24/18,702 DEFOORS LNDG NW,33.80306,-84.42002
BURGLARY-RESIDENCE,180240670,1/24/18,1185 COLLIER RD NW,33.81137,-84.42525
BURGLARY-NONRES,180240763,1/24/18,494 MOUNT PARAN RD NW,33.88514,-84.40461
BURGLARY-RESIDENCE,180240801,1/24/18,602 DEFOORS LNDG NW,33.80306,-84.42002
BURGLARY-RESIDENCE,180241065,1/24/18,701 DEFOORS LNDG NW,33.80306,-84.42002
BURGLARY-RESIDENCE,180242265,1/24/18,1572 HARDEE ST NE,33.75546,-84.33644
BURGLARY-RESIDENCE,180242286,1/24/18,1965 RAMBLING DR SW,33.70111,-84.40548
BURGLARY-RESIDENCE,180242548,1/24/18,3200 STONE RD SW,33.6697,-84.49403
AGG ASSAULT,180241948,1/24/18,505 FULTON ST SW,33.74108,-84.40427
AGG ASSAULT,180242519,1/24/18,3350 MOUNT GILEAD RD SW,33.6982,-84.49859
AGG ASSAULT,180240051,1/24/18,250 AMAL DR SW,33.70588,-84.39604
AGG ASSAULT,180242206,1/24/18,1010 SIMS ST SW,33.72731,-84.40295
AGG ASSAULT,180242591,1/24/18,2543 SUSAN LN SW,33.68534,-84.50799
AGG ASSAULT,180242593,1/24/18,562 MARTINA DR NE,33.84263,-84.36934
ROBBERY-COMMERCIAL,180242181,1/24/18,2640 METROPOLITAN PKWY SW,33.68263,-84.40744
ROBBERY-COMMERCIAL,180242238,1/24/18,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,33.72055,-84.35045
AUTO THEFT,180240555,1/24/18,565 GREENSFERRY AVE SW,33.74651,-84.40675
AUTO THEFT,180241872,1/24/18,226 FLAT SHOALS AVE SE,33.7477,-84.35045
AUTO THEFT,180242262,1/24/18,723 CHARLOTTE PL NW,33.7749,-84.45064
AUTO THEFT,180242411,1/24/18,1870 MYRTLE DR SW,33.7043,-84.45487
HOMICIDE,180232455,1/24/18,971 PRYOR ST SW,33.72755,-84.39278
LARCENY-NON VEHICLE,180241645,1/24/18,797 PRYOR ST SW,33.73294,-84.39408
LARCENY-NON VEHICLE,180241683,1/24/18,190 MARIETTA ST NW @CNN CENTER,33.75757,-84.39487
LARCENY-NON VEHICLE,180242261,1/24/18,1263 BARNES ST NW,33.78935,-84.39406
ROBBERY-PEDESTRIAN,180242690,1/24/18,470 16TH ST NW,33.7883,-84.40387
LARCENY-FROM VEHICLE,180241057,1/24/18,945 HIGHTOWER RD NW,33.7809,-84.47455
LARCENY-FROM VEHICLE,180241097,1/24/18,10 LAKESIDE VILLAGE DR SE,33.74336,-84.31606
LARCENY-FROM VEHICLE,180241100,1/24/18,500 NORTHSIDE CIR NW,33.79724,-84.40668
LARCENY-FROM VEHICLE,180241214,1/24/18,2624 PEYTON RD NW,33.80786,-84.47385
LARCENY-FROM VEHICLE,180241240,1/24/18,1240 W PEACHTREE ST NW,33.78874,-84.38857
LARCENY-FROM VEHICLE,180241333,1/24/18,440 CLAIRE DR NE,33.76623,-84.32402
LARCENY-FROM VEHICLE,180241374,1/24/18,4315 LAKEHAVEN DR NE,33.87279,-84.35029
LARCENY-FROM VEHICLE,180241473,1/24/18,249 PETERS ST SW,33.74789,-84.40161
LARCENY-FROM VEHICLE,180241666,1/24/18,112 COURTLAND ST NE,33.7574,-84.38475
LARCENY-FROM VEHICLE,180241681,1/24/18,1176 CHATTAHOOCHEE AVE NW,33.80058,-84.42561
LARCENY-FROM VEHICLE,180241951,1/24/18,720 RALPH MCGILL BLVD NE,33.76547,-84.36417
LARCENY-FROM VEHICLE,180241978,1/24/18,2060 PALIFOX DR NE,33.76684,-84.3198
LARCENY-FROM VEHICLE,180241981,1/24/18,349 EDGEWOOD AVE SE,33.75419,-84.37615
LARCENY-FROM VEHICLE,180242011,1/24/18,620 PEACHTREE ST NE @WINDSOR,33.77159,-84.38619
LARCENY-FROM VEHICLE,180242048,1/24/18,2335 ADAMS DR NW,33.81943,-84.45425
LARCENY-FROM VEHICLE,180242083,1/24/18,360 MARIETTA ST NW,33.76269,-84.39702
LARCENY-FROM VEHICLE,180242195,1/24/18,3535 PEACHTREE RD NE ,33.85182,-84.3595
LARCENY-FROM VEHICLE,180242417,1/24/18,275 E LAKE BLVD SE,33.74533,-84.31429
LARCENY-FROM VEHICLE,180242513,1/24/18,128 E ANDREWS DR NW,33.84251,-84.38311
LARCENY-FROM VEHICLE,180242546,1/24/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-FROM VEHICLE,180242573,1/24/18,239 AUBURN AVE NE ,33.75528,-84.37959
LARCENY-FROM VEHICLE,180242614,1/24/18,400 W PEACHTREE ST NW,33.76614,-84.3876
LARCENY-FROM VEHICLE,180242661,1/24/18,241 W WIEUCA RD NE,33.87617,-84.37893
LARCENY-NON VEHICLE,180241081,1/24/18,1010 W PEACHTREE ST NE ,33.78228,-84.38822
LARCENY-NON VEHICLE,180242007,1/24/18,1036 MAYSON TURNER RD NW,33.76111,-84.41997
LARCENY-FROM VEHICLE,180240589,1/24/18,2201 DORAL CT SW,33.68803,-84.53796
LARCENY-FROM VEHICLE,180241085,1/24/18,1678 WESTHAVEN DR SW,33.73235,-84.44273
LARCENY-FROM VEHICLE,180241450,1/24/18,140 ANDREW YOUNG INTERNA BLVD NW,33.75964,-84.39252
LARCENY-FROM VEHICLE,180242161,1/24/18,333 NELSON ST SW,33.75158,-84.39883
LARCENY-FROM VEHICLE,180242429,1/24/18,3232 PEACHTREE RD NE,33.84413,-84.37409
LARCENY-FROM VEHICLE,180231245,1/23/18,1805 JONESBORO RD SE,33.70471,-84.37885
LARCENY-FROM VEHICLE,180231536,1/23/18,1463 EVERHART ST SW,33.71489,-84.41431
LARCENY-FROM VEHICLE,180232339,1/23/18,800 W MARIETTA ST NW,33.78022,-84.41514
LARCENY-NON VEHICLE,180232316,1/23/18,116 PONCE DE LEON AVE NE,33.77248,-84.38382
LARCENY-NON VEHICLE,180231702,1/23/18,1907 METROPOLITAN PKWY SW,33.70218,-84.40817
LARCENY-NON VEHICLE,180232222,1/23/18,530 PIEDMONT AVE NE,33.76909,-84.38208
LARCENY-NON VEHICLE,180232534,1/23/18,959 WASHINGTON ST SW,33.72864,-84.39134
LARCENY-NON VEHICLE,180231289,1/23/18,2501 PERKERSON RD SW,33.68635,-84.41014
LARCENY-NON VEHICLE,180231897,1/23/18,2484 CASCADE RD SW,33.72065,-84.46867
ROBBERY-PEDESTRIAN,180232278,1/23/18,2900 PEACHTREE RD NW,33.83362,-84.38337
AUTO THEFT,180230191,1/23/18,2287 EWING ST SW,33.69213,-84.51948
AUTO THEFT,180230864,1/23/18,180 PONCE DE LEON AVE NE,33.78639,-84.38045
AUTO THEFT,180231074,1/23/18,96 LITTLE ST SE,33.73322,-84.38458
AUTO THEFT,180231415,1/23/18,3440 BOULDER PARK DR SW,33.75004,-84.50063
AUTO THEFT,180231452,1/23/18,2900 LANDRUM DR SW,33.70623,-84.48372
AUTO THEFT,180231637,1/23/18,310 THOMASVILLE BLVD SE,33.70559,-84.35628
AUTO THEFT,180231646,1/23/18,1990 DONALD LEE HOLLOWELL PKWY NW,33.77604,-84.4501
AUTO THEFT,180231781,1/23/18,303 COURTLAND ST NE,33.76272,-84.38381
AUTO THEFT,180232008,1/23/18,2533 DONALD LEE HOLLOWELL,33.77549,-84.46921
AUTO THEFT,180232130,1/23/18,638 CLOVER STREET SW,33.73782,-84.45248
AUTO THEFT,180232281,1/23/18,2521 PIEDMONT RD,33.82412,-84.36713
AUTO THEFT,180232465,1/23/18,1966 LAKEWOOD TER SE,33.70164,-84.38497
ROBBERY-COMMERCIAL,180232358,1/23/18,2450 PIEDMONT RD NE,33.82279,-84.36773
